aortic root dilatation and dissection	SCTID:251036003
aortic root dilatation	SCTID:251036003
Aortic root growth	SCTID:251034000
aortic root remains enlarged	SCTID:373133002
aortic stenosis and/or regurgitation	SCTID:60573004
aortic stenosis	SCTID:60573004
aortic valve disease	SCTID:8722008
aortic valve regurgitation	SCTID:60234000
aortic valve stenosis	SCTID:60573004
apathy	SCTID:20602000
APC	SCTID:421527008
aphthous ulcers	SCTID:427617000
aphtous ulcers	SCTID:427617000
aplasia cutis congenital of the scalp and back	SCTID:239152005
aplasia cutis congenita	SCTID:35484002
Aplasia cutis congenita	SCTID:35484002
Aplasia	SCTID:45486003
aplastic anaemia	SCTID:306058006
aplastic anemia	SCTID:306058006
apnea	SCTID:1023001
apnoea	SCTID:1023001
appendicitis	SCTID:74400008
appetite and weight problems	SCTID:289163007
arachnodactyly	SCTID:62250003
arachnoid and dermoid cysts	SCTID:33595009
arachnoid cyst	SCTID:33595009
ARD	SCTID:251036003
areflexia	SCTID:37280007
arrhythmia	SCTID:698247007
arrhythmias	SCTID:698247007
arterial and intestinal ruptures	SCTID:46126003
arterial bleedings	SCTID:234003006
arterial calcification	SCTID:445512009
Arterial calcification	SCTID:445512009
arterial injury	SCTID:63043004
arterial ischemic stroke	SCTID:422504002
arterial stenosis	SCTID:68109007
arterial stiffening	SCTID:28960008
arterial stroke	SCTID:230690007
arterial thrombosis	SCTID:65198009
arterial tortuosity	SCTID:458432002
arteriopathy	SCTID:39823006
arteriosclerosis	SCTID:28960008
arteriovenous fistula	SCTID:128617001
arteriovenous malformations	SCTID:234141001
arteriovenous malformations	SCTID:24551003
artherial thrombosis	SCTID:65198009
arthralgia	SCTID:57676002
arthritides	SCTID:3723001
arthritis	SCTID:3723001
Arthritis	SCTID:3723001
arthrogenic contractures	SCTID:57048009
arthropathy	SCTID:399269003
arylsulfatase A ( ARSA ) and galactosylceramidase ( GALC ) deficiency	SCTID:238031009
ascending aorta dilation	SCTID:253645007
ascites	SCTID:389026000
ASD	SCTID:35919005
ASD	SCTID:65075004
ASD	SCTID:70142008
aseptic inflammation	SCTID:23583003
aseptic meningitis	SCTID:301770000
ASL deficiency	SCTID:41013004
ASPA deficiency	SCTID:80544005
asphyxiation	SCTID:66466001
aspiration pneumonia	SCTID:422588002
aspiration	SCTID:68052005
Asplenia	SCTID:707147002
asthma	SCTID:195967001
astigmatism	SCTID:82649003
asymmetrical hyperplasia	SCTID:9092004
asymmetric facial palsy	SCTID:280816001
asymmetric skeletal muscle wasting	SCTID:88092000
asymptomatic hyperCKemia	SCTID:432352001
asymptomatic or only mild illness	SCTID:39104002
asymptomatic	SCTID:84387000
ataxia	SCTID:20262006
Ataxia	SCTID:20262006
ataxic gait	SCTID:25136009
ataxic	SCTID:20262006
ATE	SCTID:371039008
atherogenic lipoprotein phenotype	SCTID:413596002
atheromatosis	SCTID:38716007
atherosclerosis	SCTID:38716007
atherosclerotic plaque	SCTID:20717008
athetoid movements	SCTID:58593005
ATIII deficiency	SCTID:36351005
atlantoaxial instability	SCTID:202820009
atlanto-axial subluxation	SCTID:45179004
atlantoaxial subluxation	SCTID:45179004
atopic allergies	SCTID:24079001
atopic dermatitis	SCTID:24079001
atrial and ventricular arrhythmia	SCTID:17366009
atrial and ventricular septal defects	SCTID:70142008
atrial arrhythmias	SCTID:17366009
atrial fibrillation and flutter	SCTID:49436004
atrial fibrillation	SCTID:49436004
atrial septal defect	SCTID:70142008
atrial septal or atrioventricular septal defect	SCTID:70142008
atrioventricular block	SCTID:233917008
atrophic fibers consistent with denervation	SCTID:67867005
atrophic scars	SCTID:239172000
atrophic skin	SCTID:400190005
atrophy of the optic nerve, brainstem and cerebellum	SCTID:76976005
Atrophy of the skin	SCTID:400190005
atrophy	SCTID:13331008
Atrophy	SCTID:13331008
attacks of fever with arthritis	SCTID:386661006
attacks of swelling	SCTID:65124004
attacks	SCTID:216299002
Attentional and executive impairments	SCTID:142261000119100
attention and executive functions	SCTID:6769007
attention and visuomotor integration deficits	SCTID:76039005
attention deficit hyperactivity disorder	SCTID:406506008
attention-deficit hyperactivity disorder	SCTID:406506008
Attention Deficit Hyperactivity Disorder	SCTID:406506008
attention-deficit/hyperactivity disorders	SCTID:406506008
attention deficits	SCTID:35253001
attention difficulties	SCTID:288773008
attention seeking	SCTID:248021000
attenuated psychotic symptoms	SCTID:280428001
ATTR amyloid	SCTID:442012008
atypical absences, tonic, and atonic seizures	SCTID:23374007
atypical (WHO grade II)	SCTID:128914005
auburn hair color phenotype	SCTID:299669008
auburn hair color	SCTID:299669008
auburn hair colour	SCTID:299669008
auditory hallucinations	SCTID:45150006
autism	SCTID:408856003
autism spectrum disorder	SCTID:35919005
autism spectrum disorders	SCTID:35919005
autistic behaviors	SCTID:35919005
autistic behaviors	SCTID:408856003
autistic behaviour	SCTID:35919005
autistic features	SCTID:273295004
autistic features	SCTID:408856003
autistic	SCTID:408856003
autoimmune conditions	SCTID:85828009
autoimmune diseases	SCTID:85828009
autoimmune reaction	SCTID:4301008
autoimmune response	SCTID:4301008
autoimmune thyroiditis	SCTID:66944004
autoimmunity	SCTID:4301008
autoimmunity	SCTID:85828009
autonomic dysfunctions	SCTID:15241006
autosomal recessive disorder	SCTID:85995004
avoid eye contact	SCTID:412786000
axial and proximal muscle weakness	SCTID:249939004
axial hypotonia	SCTID:398152000
axillary or inguinal freckling	SCTID:403815003
axonal sensory-motor polyneuropathy	SCTID:3900008
axonal swelling	SCTID:125389000
axonal swellings	SCTID:125389000
axonopathy	SCTID:60703000
azoospermia	SCTID:425558002
azoospermia	SCTID:48188009
azoospermic	SCTID:48188009
bacterial infection	SCTID:87628006
bacterial infections	SCTID:87628006
ballism	SCTID:426592006
ballismus	SCTID:426592006
band heterotopia	SCTID:128602000
basal cell carcinoma	SCTID:1338007
basal cell carcinomas	SCTID:1338007
basal cell epitheliomas	SCTID:1338007
basal ganglia symptoms	SCTID:70835005
basal hyperemia	SCTID:30098003
basilar invagination	SCTID:430904007
Bassen-Kornzweig syndrome	SCTID:190787008
BAV	SCTID:72352009
B cell lymphoma	SCTID:109979007
beaded papules	SCTID:25694009
behavioral abnormalities	SCTID:25786006
behavioral abnormalities	SCTID:277843001
behavioral and emotional problems	SCTID:277843001
behavioral deficits	SCTID:277843001
behavioral disturbances	SCTID:25786006
behavioral manifestations	SCTID:277843001
behavioral phenotype	SCTID:277843001
behavioral problems	SCTID:277843001
behavioural abnormalities	SCTID:277843001
behavioural alterations	SCTID:74732009
Behavioural and cognitive outcomes	SCTID:277843001
behavioural changes	SCTID:277843001
behavioural deficits	SCTID:74732009
behavioural difference	SCTID:277843001
behavioural disturbance	SCTID:277843001
behavioural features	SCTID:405789005
behavioural issues	SCTID:277843001
behavioural peculiarities	SCTID:277843001
behavioural problems	SCTID:277843001
benign and malignant neoplasms	SCTID:363346000
benign and noninvasive tumor-like lesions	SCTID:3898006
Benign brain lesions	SCTID:301766008
benign brain tumors	SCTID:92030004
benign cartilage-capped outgrowths	SCTID:443093007
Benign oesophageal lesions	SCTID:300286002
benign tumor-like lesions	SCTID:56696000
beta-galactosidase deficiency	SCTID:124465002
bicuspid aortic valve	SCTID:72352009
Bicuspid aortic valve	SCTID:72352009
bifid ribs	SCTID:66102006
bifid tip	SCTID:84557007
bifid tongue tip	SCTID:84557007
bifid uvula	SCTID:18910001
bilateral acute or sub-acute, painless loss of central vision	SCTID:38950008
bilateral cataract	SCTID:95722004
bilateral cataracts	SCTID:95722004
bilateral cleft of the soft and hard palate	SCTID:253997002
bilateral deafness	SCTID:162344009
bilateral diffuse encephalopathy	SCTID:81308009
bilateral dislocation of the hips	SCTID:10155006
bilateral loss of vision	SCTID:275118009
bilateral optic atrophy	SCTID:15699081000119101
bilateral progressive opacities of the corneal stroma	SCTID:95735008
bilateral symmetrical necrotic lesions	SCTID:52988006
bilateral, symmetric, non-inflammatory corneal clouding (edema)	SCTID:95735008
bilateral thumb aplasia	SCTID:302218003
bilateral vestibular schwannomas	SCTID:12694900
bilateral vestibular schwannomas	SCTID:126949007
bilateral visual failure	SCTID:275118009
bile duct paucity	SCTID:253807009
Biliary cirrhosis	SCTID:1761006
biliary obstruction	SCTID:30144000
bipolar disorder	SCTID:13746004
bipolar	SCTID:13746004
birth defects	SCTID:276720006
bladder dysfunction	SCTID:40492006
bladder exstrophy	SCTID:61758007
bladder hyperactivity	SCTID:236633002
bleeding complications	SCTID:50960005
bleeding diathesis	SCTID:64779008
bleeding manifestations	SCTID:50960005
bleeding	SCTID:131148009
bleeding	SCTID:50960005
Bleeding	SCTID:50960005
bleedings	SCTID:50960005
bleeding tendency	SCTID:64779008
blindness	SCTID:105597003
blindness	SCTID:193699007
blindness	SCTID:22950006
blindness	SCTID:275118009
blindness	SCTID:397540003
blindness	SCTID:65956007
blind (no light perception)	SCTID:63063006
blind	SCTID:275118009
blind	SCTID:65956007
blister develops	SCTID:339008
blistered	SCTID:417237009
blister formation	SCTID:339008
blister formation	SCTID:417237009
blistering lesions of the skin	SCTID:721542002
blistering of the skin and mucous membranes	SCTID:417237009
blistering of the skin	SCTID:417237009
blistering of the skin	SCTID:721542002
blistering	SCTID:339008
Blistering	SCTID:339008
blistering	SCTID:417237009
blister	SCTID:417237009
blisters on the skin and mucous membranes	SCTID:417237009
blisters	SCTID:339008
blisters	SCTID:417237009
bloating	SCTID:60728008
blond hair	SCTID:297995004
blood loss	SCTID:50960005
Blood pressure is lower	SCTID:45007003
blood pressure	SCTID:75367002
blood-pressure	SCTID:75367002
Blood pressure	SCTID:75367002
blood vessel and tissue fragility	SCTID:248725002
blue sclerae	SCTID:204164000
blue sclera	SCTID:204164000
blue spots	SCTID:40467008
blurred vision	SCTID:246636008
BMF	SCTID:127034005
bone abnormalities	SCTID:268992008
bone abnormalities	SCTID:76069003
bone and/or joint pain	SCTID:12584003
bone and soft tissue hypertrophy	SCTID:13814009
bone complications	SCTID:268992008
bone cysts	SCTID:203465002
bone deformations	SCTID:271084006
bone deformities of the extremities	SCTID:271084006
bone deformities	SCTID:271084006
bone deformity	SCTID:271084006
bone infections	SCTID:111253001
bone, joint and muscle deformities	SCTID:271084006
bone lesions	SCTID:30425001
bone marrow depression	SCTID:307762000
bone marrow failure	SCTID:127034005
Bone marrow failure	SCTID:127034005
bone pain	SCTID:12584003
bone pathology	SCTID:164587005
bone resorption	SCTID:22200009
bone resorption	SCTID:68921007
bones deformities	SCTID:271084006
bony abnormalities	SCTID:76069003
bony fractures	SCTID:125605004
bony lesions	SCTID:76069003
borborygmi	SCTID:413681009
bowel obstructions	SCTID:81060008
bowel perforation	SCTID:56905009
brachydactyly	SCTID:43476002
bradykinesia	SCTID:399317006
brain abnormalities	SCTID:81308009
brain and behavioral abnormalities	SCTID:277843001
brain and eye anomalies	SCTID:81308009
brain atrophy	SCTID:127294003
brain atrophy	SCTID:52522001
brain damage and dysfunction	SCTID:127294003
brain damage	SCTID:127294003
brain damage	SCTID:2470005
brain damages	SCTID:127294003
brain dysfunction	SCTID:406506008
brain edema	SCTID:2032001
brain lesions	SCTID:301766008
brainstem and cerebellar dysfunction	SCTID:20262006
Brainstem atrophy	SCTID:25816005
brain vessel dysfunction	SCTID:258335003
branchial, ear, and renal anomalies	SCTID:362998000
Branchial sinus defects	SCTID:253259008
branchial sinus	SCTID:253259008
breakdown of muscle fibers	SCTID:89010004
breathing difficulties	SCTID:230145002
breathing irregularities	SCTID:386813002
breathy voice characteristics	SCTID:56505000
brittle hair and nails	SCTID:25159003
brittle hair	SCTID:25159003
brittle hair	SCTID:25159003:
broad nasal bridge	SCTID:249321001
broad nose	SCTID:249321001
broad thumbs and first toes	SCTID:249773003
broad thumbs and halluces	SCTID:249773003
bronchiectasis	SCTID:12295008
BR	SCTID:43476002
Brugada Syndrome phenotype	SCTID:8116006
bulbar dysfunction	SCTID:398432008
bulbar melanosis	SCTID:48010006
bullae of skin epithelium	SCTID:268988001
Bullae	SCTID:268988001
burning pain	SCTID:36349006
burning sensations	SCTID:90673000
burns	SCTID:125666000
C1 esterase inhibitor deficiency	SCTID:82966003
C1-INH deficiency	SCTID:82966003
C1-Inhibitor (C1-INH) deficiency	SCTID:82966003
C1 inhibitor deficiency	SCTID:82966003
CA anomalies	SCTID:28574005
cachexia	SCTID:238108007
CAD	SCTID:53741008
café-au-lait macules	SCTID:201281002
cafe‐au‐lait spots	SCTID:201281002
café au lait spots	SCTID:201281002
café_au_lait spots	SCTID:201281002
café-au-lait spots	SCTID:201281002
café spots	SCTID:201281002
calcification in dystrophic muscle	SCTID:446993003
calcification of the Bruch's membrane, with pigment modifications	SCTID:163437007
calcification of the ligaments	SCTID:239950003
calcification of the medial layers	SCTID:90620000
calcification within the arterial layers	SCTID:445512009
calcific valve disease	SCTID:373136005
calcium deficiency	SCTID:238117007
calcium pyrophosphate crystal deposition	SCTID:442894007
CALS	SCTID:201281002
camptodactyly	SCTID:29271008
cancer	SCTID:363346000
cancer	SCTID:86049000
capillary malformations	SCTID:234118009
carbohydrate abnormalities	SCTID:20957000
carcinogenesis	SCTID:86049000
carcinomas	SCTID:722688002
cardiac abnormalities	SCTID:36358004
cardiac abnormalities	SCTID:56265001
cardiac amyloidosis	SCTID:16573007
cardiac and respiratory defects	SCTID:50043002
cardiac and skeletal myopathy	SCTID:85898001
cardiac arrhythmia	SCTID:698247007
cardiac arrhythmias	SCTID:698247007
cardiac autonomic dysfunction	SCTID:105981003
cardiac conduction abnormalities	SCTID:36358004
cardiac conduction defects	SCTID:44808001
cardiac defects	SCTID:56265001
cardiac diastolic dysfunction	SCTID:3545003
cardiac dysfunction	SCTID:429589006
cardiac failure	SCTID:84114007
cardiac impairment	SCTID:429589006
cardiac involvement	SCTID:56265001
cardiac manifestations	SCTID:301095005
cardiac murmur	SCTID:88610006
cardiac murmurs	SCTID:88610006
cardiac myopathy	SCTID:85898001
cardiac, respiratory, and cognitive involvement	SCTID:386806002
cardiac systolic or diastolic function impairment	SCTID:371037005
cardiac valve thickening, regurgitation, and/or stenosis	SCTID:40445007
cardiomegaly	SCTID:8186001
cardiomyopathy	SCTID:85898001
Cardiomyopathy	SCTID:85898001
cardiopulmonary failure	SCTID:410431009
cardiorespiratory failure	SCTID:410431009
cardiorespiratory manifestations	SCTID:410431009
cardiovascular abnormalities	SCTID:111970001
cardiovascular and metabolic phenotypes	SCTID:267037003
cardiovascular and renal anomalies	SCTID:111970001
cardiovascular complications	SCTID:301181009
cardiovascular disease	SCTID:49601007
cardiovascular diseases	SCTID:49601007
cardiovascular dysfunction	SCTID:111970001
cardiovascular events and complications	SCTID:405617006
cardiovascular events	SCTID:405617006
cardiovascular, haematopoietic, musculoskeletal, nervous system, and immunological system anomalies	SCTID:49601007
cardiovascular malformation	SCTID:49601007
cardiovascular malformations	SCTID:282728007
Cardiovascular manifestations	SCTID:267037003
cardiovascular problems	SCTID:301181009
cardiovascular symptoms	SCTID:267037003
caries	SCTID:65413006
carnitine deficiency	SCTID:421784001
carpal tunnel syndrome	SCTID:57406009
carpopedal spasm	SCTID:75140002
cartilage-capped multiple exostoses	SCTID:443093007
cartilage degeneration	SCTID:363055007
cataract formation	SCTID:128306009
cataract	SCTID:128306009
cataract	SCTID:193570009
cataract	SCTID:95722004
cataracts	SCTID:128306009
cataracts	SCTID:193570009
cataracts	SCTID:609587005
cataracts	SCTID:95722004
Cataracts	SCTID:95722004
CBS deficiency	SCTID:24308003
CD40-ligand deficiency	SCTID:234536003
CD	SCTID:44808001
cell degeneration	SCTID:112652003
cellular abnormalities	SCTID:107673000
cellular phenotype	SCTID:250194009
central corneal thinning	SCTID:423459005
central hypotonia	SCTID:398152000
central nervous, musculoskeletal and atopic categories	SCTID:246557006
central nervous system abnormalities	SCTID:246557006
Central nervous system defects	SCTID:23853001
central nervous system involvement	SCTID:260766009
central nervous system manifestation	SCTID:246557006
central neurologic manifestations	SCTID:220363002
central respiratory failure	SCTID:409622000
central (secondary) hypothyroidism	SCTID:26692000
central sleep apnea	SCTID:27405005
central vision loss	SCTID:267022002
central vision loss	SCTID:38950008
central visual loss	SCTID:38950008
centripedal obesity	SCTID:248311001
centrocecal scotoma	SCTID:33014001
centrocecal scotomas of variable density	SCTID:33014001
centrocecal scotomas	SCTID:33014001
centrosomal defects	SCTID:124989003
cephalopelvic disproportion	SCTID:199397009
cerebellar anomalies	SCTID:204047001
cerebellar ataxia	SCTID:85102008
